merchant_id,name_en,name_ar,category,in_directory,descriptor_patterns,amount_mean,amount_std,recurrence,aggregator,cities
M0097,Enjaz Station,محطة إنجاز,transport,True,"[""ENJA*"", ""ENJAZ STATION"", ""ENJAZSTATION"", ""ENJAZ_STATION"", ""ES"", ""SP*ENJAZSTA""]",62.91,28.31,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0098,Tamimi,التميمي,groceries,True,"[""SP*TAMIMI"", ""TAMI*"", ""TAMIMI"", ""TAMIMI"", ""TAMIMI MARKETS"", ""TAMIMI1""]",244.14,122.07,none,,"[""JED"", ""KHOBAR"", ""MAD"", ""MAK""]"
M0099,Dmm Medical Center,مركز طبي الدمام,health,True,"[""DMC"", ""DMM MEDICAL CENTER"", ""DMMMEDICALCENTER"", ""DMMMEDICALCENTER1"", ""DMM_MEDICAL_CENTER"", ""SP*DMMMEDIC""]",324.84,162.42,none,,"[""DMM"", ""JED"", ""MAD""]"
M0100,Rehlati,رحلتي,travel,True,"[""REHL*"", ""REHLATI"", ""REHLATI1"", ""REHLATI2"", ""REHLATI3"", ""SP*REHLATI""]",1159.39,579.7,none,,"[""JIZAN"", ""KHOBAR"", ""YANBU""]"
M0101,Mad Diner,مطعم شعبي المدينة,food,True,"[""MAD DINER"", ""MADD*"", ""MADDINER"", ""MAD_DINER"", ""MD"", ""SP*MADDINER""]",28.17,11.27,none,TOYOU,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK""]"
M0102,Khobar Cinema,سينما الخبر,entertainment,True,"[""KHOBAR CINEMA"", ""KHOBARCINEMA"", ""KHOBARCINEMA1"", ""KHOBARCINEMA2"", ""KHOBAR_CINEMA"", ""SP*KHOBARCI""]",44.96,13.49,none,,"[""KHOBAR"", ""MAD""]"
M0103,Khobar Boutique,بوتيك الخبر,shopping,True,"[""KHOBAR BOUTIQUE"", ""KHOBARBOUTIQUE"", ""KHOBARBOUTIQUE1"", ""KHOBARBOUTIQUE2"", ""KHOBAR_BOUTIQUE"", ""SP*KHOBARBO""]",696.13,417.68,none,,"[""MAK""]"
M0104,Khobar Parking,موقف سيارات الخبر,transport,True,"[""KHOBAR PARKING"", ""KHOBARPARKING"", ""KHOBARPARKING1"", ""KHOBAR_PARKING"", ""KP"", ""SP*KHOBARPA""]",97.37,43.82,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAK""]"
M0105,Namshi,نمشي,shopping,True,"[""NAMS*"", ""NAMSHI"", ""NAMSHI1"", ""NAMSHI2"", ""NAMSHI3"", ""SP*NAMSHI""]",631.54,378.92,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAK""]"
M0106,Mobily,موبايلي,telecom,True,"[""MOBI*"", ""MOBILY"", ""MOBILY"", ""MOBILY1"", ""MOBILY2"", ""SP*MOBILY""]",201.16,60.35,monthly,,"[""HAIL""]"
M0107,Dmm Bakery,مخبز الدمام,food,True,"[""DB"", ""DMM BAKERY"", ""DMMB*"", ""DMMBAKERY"", ""DMM_BAKERY"", ""SP*DMMBAKER""]",23.24,9.3,none,,"[""DMM"", ""JED"", ""MAD"", ""MAK"", ""RYD""]"
M0108,Dmm Clinic,عيادة الدمام,health,True,"[""DMM CLINIC"", ""DMMC*"", ""DMMCLINIC"", ""DMMCLINIC1"", ""DMM_CLINIC"", ""SP*DMMCLINI""]",108.6,54.3,none,,"[""DMM"", ""JED"", ""MAD"", ""RYD""]"
M0109,Jizan Training Center,مركز تدريب جازان,education,True,"[""JIZAN TRAINING CENTER"", ""JIZANTRAININGCENTER"", ""JIZANTRAININGCENTER1"", ""JIZANTRAININGCENTER2"", ""JIZAN_TRAINING_CENTER"", ""JTC""]",708.35,354.18,none,,"[""HAIL"", ""JIZAN"", ""MAD""]"
M0110,Tabuk Clinic,عيادة تبوك,health,True,"[""SP*TABUKCLI"", ""TABUK CLINIC"", ""TABUKCLINIC"", ""TABUKCLINIC1"", ""TABUKCLINIC2"", ""TABUK_CLINIC""]",323.0,161.5,none,,"[""JIZAN""]"
M0111,Abha Bakery,مخبز أبها,food,True,"[""AB"", ""ABHA BAKERY"", ""ABHA*"", ""ABHABAKERY"", ""ABHA_BAKERY"", ""SP*ABHABAKE""]",66.95,26.78,none,,"[""QASSIM"", ""TIF"", ""YANBU""]"
M0112,Hail Taxi Service,تاكسي حائل,transport,True,"[""HAIL TAXI SERVICE"", ""HAILTAXISERVICE"", ""HAILTAXISERVICE1"", ""HAIL_TAXI_SERVICE"", ""HTS"", ""SP*HAILTAXI""]",51.18,23.03,none,,"[""DMM"", ""JED"", ""MAD"", ""MAK"", ""RYD""]"
M0113,Khobar Club,نادي الخبر,entertainment,True,"[""KC"", ""KHOBAR CLUB"", ""KHOBARCLUB"", ""KHOBARCLUB1"", ""KHOBAR_CLUB"", ""SP*KHOBARCL""]",36.05,10.81,none,,"[""DMM"", ""JED"", ""MAD""]"
M0114,Noon Academy,نون أكاديمي,education,True,"[""NA"", ""NOON ACADEMY"", ""NOONACADEMY"", ""NOONACADEMY1"", ""NOON_ACADEMY"", ""SP*NOONACAD""]",1287.87,643.93,monthly,,"[""JED"", ""MAD"", ""TABUK""]"
M0115,Lebara,ليبارا,telecom,True,"[""LEBA*"", ""LEBARA"", ""LEBARA1"", ""LEBARA2"", ""LEBARA3"", ""SP*LEBARA""]",208.75,62.62,monthly,,"[""DMM"", ""HAIL"", ""JED""]"
M0116,Dr. Sulaiman Al Habib Hospital,مستشفى د. سليمان الحبيب,health,True,"[""DR. SULAIMAN AL HABIB HOSPITAL"", ""DR._SULAIMAN_AL_HABIB_HOSPITAL"", ""DRSU*"", ""DRSULAIMANALHABIBHOSPITAL"", ""DSAHH"", ""SP*DRSULAIM""]",41.38,20.69,none,,"[""YANBU""]"
M0117,Qassim Store,محل بقالة القصيم,groceries,True,"[""QASSIM STORE"", ""QASSIMSTORE"", ""QASSIMSTORE1"", ""QASSIMSTORE2"", ""QASSIM_STORE"", ""SP*QASSIMST""]",273.39,136.69,none,,"[""DMM"", ""JED"", ""MAD"", ""MAK""]"
M0118,Khobar Tours,رحلات الخبر,travel,True,"[""KHOBAR TOURS"", ""KHOBARTOURS"", ""KHOBARTOURS1"", ""KHOBAR_TOURS"", ""KT"", ""SP*KHOBARTO""]",537.5,268.75,none,,"[""RYD""]"
M0119,Mak Grill,مشوي مكة,food,True,"[""MAK GRILL"", ""MAKG*"", ""MAKGRILL"", ""MAKGRILL1"", ""MAK_GRILL"", ""SP*MAKGRILL""]",69.54,27.82,none,,"[""DMM"", ""JED"", ""MAD"", ""MAK"", ""RYD""]"
M0120,Hail Grill,مشوي حائل,food,True,"[""HAIL GRILL"", ""HAILGRILL"", ""HAILGRILL1"", ""HAIL_GRILL"", ""HG"", ""SP*HAILGRIL""]",19.73,7.89,none,,"[""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0121,Tabuk Game Zone,صالة ألعاب تبوك,entertainment,True,"[""SP*TABUKGAM"", ""TABUK GAME ZONE"", ""TABUKGAMEZONE"", ""TABUKGAMEZONE1"", ""TABUK_GAME_ZONE"", ""TGZ""]",32.66,9.8,none,,"[""JED"", ""MAK"", ""RYD""]"
M0122,Hail Utility Co,مرافق حائل,bills,True,"[""HAIL UTILITY CO"", ""HAILUTILITYCO"", ""HAILUTILITYCO1"", ""HAIL_UTILITY_CO"", ""HUC"", ""SP*HAILUTIL""]",300.69,105.24,monthly,,"[""ABHA""]"
M0123,Mak Taxi Service,تاكسي مكة,transport,True,"[""MAK TAXI SERVICE"", ""MAKT*"", ""MAKTAXISERVICE"", ""MAK_TAXI_SERVICE"", ""MTS"", ""SP*MAKTAXIS""]",203.62,91.63,none,,"[""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0124,Al Nahda Schools,مدارس النهضة,education,True,"[""AL NAHDA SCHOOLS"", ""ALNA*"", ""ALNAHDASCHOOLS"", ""AL_NAHDA_SCHOOLS"", ""ANS"", ""SP*ALNAHDAS""]",733.25,366.62,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0125,Abha Mobile Shop,محل جوالات أبها,telecom,True,"[""ABHA MOBILE SHOP"", ""ABHAMOBILESHOP"", ""ABHAMOBILESHOP1"", ""ABHA_MOBILE_SHOP"", ""AMS"", ""SP*ABHAMOBI""]",148.67,44.6,monthly,,"[""JIZAN""]"
M0126,Mad Boutique,بوتيك المدينة,shopping,True,"[""MAD BOUTIQUE"", ""MADBOUTIQUE"", ""MADBOUTIQUE1"", ""MADBOUTIQUE2"", ""MAD_BOUTIQUE"", ""SP*MADBOUTI""]",404.07,242.44,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0127,Mak Taxi Service,تاكسي مكة,transport,True,"[""MAK TAXI SERVICE"", ""MAKT*"", ""MAKTAXISERVICE"", ""MAK_TAXI_SERVICE"", ""MTS"", ""SP*MAKTAXIS""]",179.06,80.58,none,,"[""MAD""]"
M0128,Ryd Mall,مول الرياض,shopping,True,"[""RYD MALL"", ""RYDMALL"", ""RYDMALL1"", ""RYDMALL2"", ""RYD_MALL"", ""SP*RYDMALL""]",402.87,241.72,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0129,Khobar Services,خدمات الخبر,bills,True,"[""KHOBAR SERVICES"", ""KHOBARSERVICES"", ""KHOBARSERVICES1"", ""KHOBARSERVICES2"", ""KHOBAR_SERVICES"", ""SP*KHOBARSE""]",103.16,36.11,monthly,,"[""JED"", ""JIZAN""]"
M0130,Jed Boutique,بوتيك جدة,shopping,True,"[""JED BOUTIQUE"", ""JEDBOUTIQUE"", ""JEDBOUTIQUE1"", ""JEDBOUTIQUE2"", ""JED_BOUTIQUE"", ""SP*JEDBOUTI""]",295.24,177.14,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0131,Qassim Service Center,مركز خدمة القصيم,government,True,"[""QASSIM SERVICE CENTER"", ""QASSIMSERVICECENTER"", ""QASSIMSERVICECENTER1"", ""QASSIMSERVICECENTER2"", ""QASSIM_SERVICE_CENTER"", ""QSC""]",147.47,88.48,none,,"[""JED"", ""QASSIM""]"
M0132,Khobar Mall,مول الخبر,shopping,True,"[""KHOBAR MALL"", ""KHOBARMALL"", ""KHOBARMALL1"", ""KHOBAR_MALL"", ""KM"", ""SP*KHOBARMA""]",188.54,113.12,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0133,Mak Foundation,مؤسسة مكة,charity,True,"[""MAK FOUNDATION"", ""MAKFOUNDATION"", ""MAKFOUNDATION1"", ""MAK_FOUNDATION"", ""MF"", ""SP*MAKFOUND""]",343.55,206.13,none,,"[""DMM"", ""JED"", ""MAD"", ""RYD""]"
M0134,Abha Institute,معهد أبها,education,True,"[""ABHA INSTITUTE"", ""ABHAINSTITUTE"", ""ABHAINSTITUTE1"", ""ABHA_INSTITUTE"", ""AI"", ""SP*ABHAINST""]",264.14,132.07,none,,"[""ABHA"", ""DMM"", ""QASSIM""]"
M0135,Ehsan,إحسان,charity,True,"[""EHSA*"", ""EHSAN"", ""EHSAN1"", ""EHSAN2"", ""EHSAN3"", ""SP*EHSAN""]",76.62,45.97,none,,"[""JED"", ""KHOBAR"", ""MAK"", ""RYD""]"
M0136,Njran Institute,معهد نجران,education,True,"[""NI"", ""NJRAN INSTITUTE"", ""NJRANINSTITUTE"", ""NJRANINSTITUTE1"", ""NJRAN_INSTITUTE"", ""SP*NJRANINS""]",209.39,104.69,none,,"[""DMM"", ""JED"", ""KHOBAR""]"
M0137,Tif Grill,مشوي الطائف,food,True,"[""SP*TIFGRILL"", ""TG"", ""TIF GRILL"", ""TIFG*"", ""TIFGRILL"", ""TIF_GRILL""]",45.9,18.36,none,,"[""DMM"", ""MAD"", ""MAK"", ""RYD""]"
M0138,Mak Clinic,عيادة مكة,health,True,"[""MAK CLINIC"", ""MAKC*"", ""MAKCLINIC"", ""MAKCLINIC1"", ""MAK_CLINIC"", ""SP*MAKCLINI""]",362.32,181.16,none,,"[""TABUK""]"
M0139,Ryd Parking,موقف سيارات الرياض,transport,True,"[""RP"", ""RYD PARKING"", ""RYDP*"", ""RYDPARKING"", ""RYD_PARKING"", ""SP*RYDPARKI""]",208.52,93.83,none,,"[""MAK""]"
M0140,Tif Medical Center,مركز طبي الطائف,health,True,"[""SP*TIFMEDIC"", ""TIF MEDICAL CENTER"", ""TIFM*"", ""TIFMEDICALCENTER"", ""TIFMEDICALCENTER1"", ""TIF_MEDICAL_CENTER""]",166.97,83.48,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0141,Qassim Mall,مول القصيم,shopping,True,"[""QASSIM MALL"", ""QASSIMMALL"", ""QASSIMMALL1"", ""QASSIMMALL2"", ""QASSIMMALL3"", ""QASSIM_MALL""]",327.25,196.35,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK""]"
M0142,Qassim Store,محل بقالة القصيم,groceries,True,"[""QASSIM STORE"", ""QASSIMSTORE"", ""QASSIMSTORE1"", ""QASSIMSTORE2"", ""QASSIM_STORE"", ""SP*QASSIMST""]",149.48,74.74,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0143,Hail Training Center,مركز تدريب حائل,education,True,"[""HAIL TRAINING CENTER"", ""HAILTRAININGCENTER"", ""HAILTRAININGCENTER1"", ""HAIL_TRAINING_CENTER"", ""HTC"", ""SP*HAILTRAI""]",1014.19,507.1,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD""]"
M0144,Khobar Parking,موقف سيارات الخبر,transport,True,"[""KHOBAR PARKING"", ""KHOBARPARKING"", ""KHOBARPARKING1"", ""KHOBAR_PARKING"", ""KP"", ""SP*KHOBARPA""]",76.97,34.64,none,,"[""MAD"", ""MAK"", ""RYD""]"
M0145,Tim Hortons,تيم هورتنز,food,True,"[""SP*TIMHORTO"", ""TH"", ""TIM HORTONS"", ""TIMH*"", ""TIMHORTONS"", ""TIM_HORTONS""]",65.38,26.15,none,,"[""KHOBAR"", ""MAK"", ""RYD""]"
M0146,Mak Telecom,اتصالات مكة,telecom,True,"[""MAK TELECOM"", ""MAKTELECOM"", ""MAKTELECOM1"", ""MAK_TELECOM"", ""MT"", ""SP*MAKTELEC""]",166.94,50.08,monthly,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAK""]"
M0147,Njran Cinema,سينما نجران,entertainment,True,"[""NJRAN CINEMA"", ""NJRANCINEMA"", ""NJRANCINEMA1"", ""NJRANCINEMA2"", ""NJRAN_CINEMA"", ""SP*NJRANCIN""]",81.39,24.42,none,,"[""MAD"", ""TIF""]"
M0148,Ryd Eatery,مطعم صغير الرياض,food,True,"[""RE"", ""RYD EATERY"", ""RYDE*"", ""RYDEATERY"", ""RYD_EATERY"", ""SP*RYDEATER""]",89.42,35.77,none,,"[""JED"", ""KHOBAR"", ""MAK""]"
M0149,Khobar Club,نادي الخبر,entertainment,True,"[""KC"", ""KHOBAR CLUB"", ""KHOBARCLUB"", ""KHOBARCLUB1"", ""KHOBAR_CLUB"", ""SP*KHOBARCL""]",54.38,16.31,none,,"[""JED"", ""MAD"", ""MAK"", ""RYD""]"
M0150,H&M,اتش اند ام,shopping,True,"[""H&M"", ""HM"", ""HM1"", ""HM2"", ""HM3"", ""SP*HM""]",692.25,415.35,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0151,Qassim Cafe,مقهى القصيم,food,True,"[""QASSIM CAFE"", ""QASSIMCAFE"", ""QASSIMCAFE1"", ""QASSIM_CAFE"", ""QC"", ""SP*QASSIMCA""]",65.46,26.18,none,,"[""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0152,Mad Boutique,بوتيك المدينة,shopping,True,"[""MAD BOUTIQUE"", ""MADBOUTIQUE"", ""MADBOUTIQUE1"", ""MADBOUTIQUE2"", ""MAD_BOUTIQUE"", ""SP*MADBOUTI""]",503.8,302.28,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0153,Jizan Store,محل بقالة جازان,groceries,True,"[""JIZAN STORE"", ""JIZANSTORE"", ""JIZANSTORE1"", ""JIZAN_STORE"", ""JS"", ""SP*JIZANSTO""]",99.36,49.68,none,,"[""DMM"", ""KHOBAR"", ""MAK"", ""RYD""]"
M0154,Tif Boutique,بوتيك الطائف,shopping,True,"[""SP*TIFBOUTI"", ""TIF BOUTIQUE"", ""TIFBOUTIQUE"", ""TIFBOUTIQUE1"", ""TIFBOUTIQUE2"", ""TIF_BOUTIQUE""]",662.03,397.22,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK""]"
M0155,Yanbu Taxi Service,تاكسي ينبع,transport,True,"[""SP*YANBUTAX"", ""YANBU TAXI SERVICE"", ""YANBUTAXISERVICE"", ""YANBUTAXISERVICE1"", ""YANBU_TAXI_SERVICE"", ""YTS""]",41.67,18.75,none,,"[""DMM"", ""KHOBAR"", ""MAK""]"
M0156,flynas,طيران ناس,travel,True,"[""FLYN*"", ""FLYNAS"", ""FLYNAS"", ""FLYNAS1"", ""FLYNAS2"", ""SP*FLYNAS""]",450,200,none,,"[""QASSIM""]"
M0157,Mad Charity,جمعية خيرية المدينة,charity,True,"[""MAD CHARITY"", ""MADCHARITY"", ""MADCHARITY1"", ""MADCHARITY2"", ""MAD_CHARITY"", ""SP*MADCHARI""]",359.0,215.4,none,,"[""NJRAN"", ""RYD"", ""TABUK""]"
M0158,Jed Telecom,اتصالات جدة,telecom,False,"[""JED TELECOM"", ""JEDT*"", ""JEDTELECOM"", ""JED_TELECOM"", ""JT"", ""SP*JEDTELEC""]",129.25,38.77,monthly,,"[""HAIL""]"
M0159,Mad Cinema,سينما المدينة,entertainment,True,"[""MAD CINEMA"", ""MADCINEMA"", ""MADCINEMA1"", ""MADCINEMA2"", ""MAD_CINEMA"", ""SP*MADCINEM""]",35.59,10.68,none,,"[""JED"", ""KHOBAR"", ""MAD"", ""MAK""]"
M0160,Mad Store,متجر المدينة,shopping,True,"[""MAD STORE"", ""MADS*"", ""MADSTORE"", ""MAD_STORE"", ""MS"", ""SP*MADSTORE""]",112.5,67.5,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAK""]"
M0161,Ryd Travel Agency,وكالة سفريات الرياض,travel,True,"[""RTA"", ""RYD TRAVEL AGENCY"", ""RYDT*"", ""RYDTRAVELAGENCY"", ""RYD_TRAVEL_AGENCY"", ""SP*RYDTRAVE""]",2485.35,1242.67,none,,"[""HAIL"", ""NJRAN""]"
M0162,Spotify,سبوتيفاي,entertainment,True,"[""SP*SPOTIFY"", ""SPOT*"", ""SPOTIFY"", ""SPOTIFY1"", ""SPOTIFY2"", ""SPOTIFY3""]",27.02,8.11,monthly,,"[""JED"", ""KHOBAR"", ""MAD""]"
M0163,Njran Cafe,مقهى نجران,food,True,"[""NC"", ""NJRAN CAFE"", ""NJRANCAFE"", ""NJRANCAFE1"", ""NJRAN_CAFE"", ""SP*NJRANCAF""]",20.65,8.26,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0164,Al Hokair Fashion Group,الحكير للأزياء,shopping,True,"[""AHFG"", ""AL HOKAIR FASHION GROUP"", ""ALHO*"", ""ALHOKAIRFASHIONGROUP"", ""AL_HOKAIR_FASHION_GROUP"", ""SP*ALHOKAIR""]",670.2,402.12,none,,"[""DMM"", ""JED"", ""MAD"", ""MAK""]"
M0165,Farm Superstores,فارم سوبر ستورز,groceries,True,"[""FARM SUPERSTORES"", ""FARM*"", ""FARMSUPERSTORES"", ""FARM_SUPERSTORES"", ""FS"", ""SP*FARMSUPE""]",140.79,70.39,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK""]"
M0166,Mad Grill,مشوي المدينة,food,True,"[""MAD GRILL"", ""MADG*"", ""MADGRILL"", ""MAD_GRILL"", ""MG"", ""SP*MADGRILL""]",47.86,19.14,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAK""]"
M0167,Dmm Club,نادي الدمام,entertainment,True,"[""DMM CLUB"", ""DMMCLUB"", ""DMMCLUB1"", ""DMMCLUB2"", ""DMM_CLUB"", ""SP*DMMCLUB""]",74.29,22.29,none,,"[""TABUK""]"
M0168,Mak Pharmacy,صيدلية مكة,health,True,"[""MAK PHARMACY"", ""MAKP*"", ""MAKPHARMACY"", ""MAK_PHARMACY"", ""MP"", ""SP*MAKPHARM""]",207.82,103.91,none,,"[""HAIL"", ""MAK""]"
M0169,Jizan Store,متجر جازان,shopping,True,"[""JIZAN STORE"", ""JIZANSTORE"", ""JIZANSTORE1"", ""JIZAN_STORE"", ""JS"", ""SP*JIZANSTO""]",383.67,230.2,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0170,Njran Foundation,مؤسسة نجران,charity,True,"[""NF"", ""NJRAN FOUNDATION"", ""NJRANFOUNDATION"", ""NJRANFOUNDATION1"", ""NJRAN_FOUNDATION"", ""SP*NJRANFOU""]",84.08,50.45,none,,"[""DMM"", ""JED"", ""MAD"", ""RYD""]"
M0171,Mak Bakery,مخبز مكة,food,True,"[""MAK BAKERY"", ""MAKB*"", ""MAKBAKERY"", ""MAK_BAKERY"", ""MB"", ""SP*MAKBAKER""]",72.55,29.02,none,,"[""MAD"", ""MAK"", ""RYD""]"
M0172,STC TV,إس تي سي تي في,entertainment,True,"[""SP*STCTV"", ""ST"", ""STC TV"", ""STCT*"", ""STCTV"", ""STC_TV""]",26.67,8.0,monthly,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0173,Mad Bistro,بيسترو المدينة,food,True,"[""MAD BISTRO"", ""MADB*"", ""MADBISTRO"", ""MADBISTRO1"", ""MAD_BISTRO"", ""SP*MADBISTR""]",19.27,7.71,none,,"[""KHOBAR"", ""MAD"", ""MAK""]"
M0174,Sasco,ساسكو,transport,True,"[""SASC*"", ""SASCO"", ""SASCO"", ""SASCO1"", ""SASCO2"", ""SP*SASCO""]",45.78,20.6,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0175,Hail Travel Agency,وكالة سفريات حائل,travel,True,"[""HAIL TRAVEL AGENCY"", ""HAILTRAVELAGENCY"", ""HAILTRAVELAGENCY1"", ""HAIL_TRAVEL_AGENCY"", ""HTA"", ""SP*HAILTRAV""]",1954.16,977.08,none,,"[""TABUK"", ""YANBU""]"
M0176,Mouwasat Hospital,مواساة,health,True,"[""MH"", ""MOUW*"", ""MOUWASAT HOSPITAL"", ""MOUWASATHOSPITAL"", ""MOUWASAT_HOSPITAL"", ""SP*MOUWASAT""]",429.51,214.75,none,,"[""MAD"", ""MAK"", ""RYD""]"
M0177,Qassim Services,خدمات القصيم,bills,True,"[""QASSIM SERVICES"", ""QASSIMSERVICES"", ""QASSIMSERVICES1"", ""QASSIMSERVICES2"", ""QASSIM_SERVICES"", ""SP*QASSIMSE""]",352.18,123.26,monthly,,"[""DMM"", ""MAD"", ""MAK"", ""RYD""]"
M0178,Yanbu Services,خدمات ينبع,bills,True,"[""SP*YANBUSER"", ""YANBU SERVICES"", ""YANBUSERVICES"", ""YANBUSERVICES1"", ""YANBUSERVICES2"", ""YANBU_SERVICES""]",165.64,57.97,monthly,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0179,Noon,نون,shopping,True,"[""NOON"", ""NOON"", ""NOON.COM"", ""NOON1"", ""NOON2"", ""SP*NOON""]",682.01,409.21,none,,"[""HAIL"", ""JED"", ""MAD""]"
M0180,Jed Tours,رحلات جدة,travel,True,"[""JED TOURS"", ""JEDTOURS"", ""JEDTOURS1"", ""JEDTOURS2"", ""JED_TOURS"", ""SP*JEDTOURS""]",1441.35,720.67,none,,"[""ABHA"", ""TIF"", ""YANBU""]"
M0181,Qassim Travel Agency,وكالة سفريات القصيم,travel,True,"[""QASSIM TRAVEL AGENCY"", ""QASSIMTRAVELAGENCY"", ""QASSIMTRAVELAGENCY1"", ""QASSIM_TRAVEL_AGENCY"", ""QTA"", ""SP*QASSIMTR""]",2116.63,1058.32,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0182,Hail Supermarket,سوبر ماركت حائل,groceries,True,"[""HAIL SUPERMARKET"", ""HAILSUPERMARKET"", ""HAILSUPERMARKET1"", ""HAILSUPERMARKET2"", ""HAIL_SUPERMARKET"", ""SP*HAILSUPE""]",115.76,57.88,none,,"[""DMM"", ""JED"", ""MAD"", ""MAK"", ""RYD""]"
M0183,Extra,اكسترا,shopping,True,"[""EXTR*"", ""EXTRA"", ""EXTRA"", ""EXTRA STORES"", ""EXTRA1"", ""SP*EXTRA""]",551.9,331.14,none,,"[""JED"", ""KHOBAR"", ""MAD"", ""MAK"", ""RYD""]"
M0184,Mad Boutique,بوتيك المدينة,shopping,True,"[""MAD BOUTIQUE"", ""MADBOUTIQUE"", ""MADBOUTIQUE1"", ""MADBOUTIQUE2"", ""MAD_BOUTIQUE"", ""SP*MADBOUTI""]",609.26,365.56,none,,"[""TIF""]"
M0185,Hardee's,هارديز,food,True,"[""HARD*"", ""HARDEES"", ""HARDEES1"", ""HARDEES2"", ""HARDEES3"", ""SP*HARDEES""]",49.7,19.88,none,,"[""KHOBAR"", ""MAD"", ""RYD""]"
M0186,Tabuk Restaurant,مطعم تبوك,food,True,"[""SP*TABUKRES"", ""TABUK RESTAURANT"", ""TABUKRESTAURANT"", ""TABUKRESTAURANT1"", ""TABUKRESTAURANT2"", ""TABUK_RESTAURANT""]",83.16,33.26,none,,"[""MAD"", ""MAK"", ""RYD""]"
M0187,Abha Mall,مول أبها,shopping,True,"[""ABHA MALL"", ""ABHAMALL"", ""ABHAMALL1"", ""ABHA_MALL"", ""AM"", ""SP*ABHAMALL""]",321.15,192.69,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""RYD""]"
M0188,Njran Supermarket,سوبر ماركت نجران,groceries,True,"[""NJRAN SUPERMARKET"", ""NJRANSUPERMARKET"", ""NJRANSUPERMARKET1"", ""NJRANSUPERMARKET2"", ""NJRAN_SUPERMARKET"", ""SP*NJRANSUP""]",240.74,120.37,none,,"[""JED""]"
M0189,Njran Travel Agency,وكالة سفريات نجران,travel,True,"[""NJRAN TRAVEL AGENCY"", ""NJRANTRAVELAGENCY"", ""NJRANTRAVELAGENCY1"", ""NJRAN_TRAVEL_AGENCY"", ""NTA"", ""SP*NJRANTRA""]",419.9,209.95,none,,"[""KHOBAR"", ""MAK"", ""RYD""]"
M0190,Abha Service Center,مركز خدمة أبها,government,True,"[""ABHA SERVICE CENTER"", ""ABHASERVICECENTER"", ""ABHASERVICECENTER1"", ""ABHA_SERVICE_CENTER"", ""ASC"", ""SP*ABHASERV""]",324.3,194.58,none,,"[""JED"", ""MAD"", ""MAK"", ""RYD""]"
M0191,Jizan Grocery,بقالة جازان,groceries,True,"[""JIZAN GROCERY"", ""JIZANGROCERY"", ""JIZANGROCERY1"", ""JIZANGROCERY2"", ""JIZAN_GROCERY"", ""SP*JIZANGRO""]",180.53,90.27,none,,"[""DMM"", ""JED"", ""KHOBAR"", ""MAD"", ""MAK""]"
